UNITID,EFFYDLEV,XEYDETOT,EFYDETOT,XEYDEEXC,EFYDEEXC,XEYDESOM,EFYDESOM,XEYDENON,EFYDENON
200785,11,R,9,R,9,R,0,R,0
200800,1,R,15195,R,2380,R,7059,R,5756
200800,2,R,12664,R,1696,R,6345,R,4623
200800,3,R,10312,R,1019,R,5945,R,3348
200800,11,R,2352,R,677,R,400,R,1275
200800,12,R,2531,R,684,R,714,R,1133
200846,1,R,1512,R,205,R,417,R,890
200846,2,R,1512,R,205,R,417,R,890
200846,3,R,538,R,85,R,328,R,125
200846,11,R,974,R,120,R,89,R,765
200873,1,R,74,R,10,R,21,R,43
200873,2,R,74,R,10,R,21,R,43
200873,3,R,50,R,0,R,21,R,29
200873,11,R,24,R,10,R,0,R,14
201034,1,R,1296,A,,A,,R,1296
201034,2,R,1296,A,,A,,R,1296
201034,3,R,1083,A,,A,,R,1083
201034,11,R,213,A,,A,,R,213
201061,1,R,262,A,,A,,R,262
201061,2,R,258,A,,A,,R,258
201061,3,R,257,A,,A,,R,257
201061,11,R,1,A,,A,,R,1
201061,12,R,4,A,,A,,R,4
201098,1,R,44,A,,A,,R,44
201098,2,R,44,A,,A,,R,44
201098,3,R,44,A,,A,,R,44
201104,1,R,5217,R,1433,R,1978,R,1806
201104,2,R,3839,R,640,R,1650,R,1549
201104,3,R,2625,R,217,R,1463,R,945
201104,11,R,1214,R,423,R,187,R,604
201104,12,R,1378,R,793,R,328,R,257
201131,1,R,304,A,,A,,R,304
201131,2,R,304,A,,A,,R,304
201131,3,R,304,A,,A,,R,304
201140,1,R,187,R,5,R,30,R,152
201140,2,R,51,R,0,R,13,R,38
201140,3,R,39,R,0,R,13,R,26
201140,11,R,12,R,0,R,0,R,12
201140,12,R,136,R,5,R,17,R,114
201159,1,R,397,A,,A,,R,397
201159,2,R,397,A,,A,,R,397
201159,3,R,397,A,,A,,R,397
201177,1,R,325,R,30,R,295,R,0
201177,2,R,325,R,30,R,295,R,0
201177,3,R,314,R,27,R,287,R,0
201177,11,R,11,R,3,R,8,R,0
201195,1,R,3646,R,204,R,1403,R,2039
201195,2,R,2926,R,36,R,1291,R,1599
201195,3,R,2876,R,24,R,1284,R,1568
201195,11,R,50,R,12,R,7,R,31
201195,12,R,720,R,168,R,112,R,440
201283,1,R,965,R,140,R,825,R,0
201283,2,R,965,R,140,R,825,R,0
201283,3,R,564,R,62,R,502,R,0
201283,11,R,401,R,78,R,323,R,0
201371,1,R,736,R,88,R,25,R,623
201371,2,R,635,R,13,R,22,R,600
201371,3,R,628,R,13,R,22,R,593
201371,11,R,7,R,0,R,0,R,7
201371,12,R,101,R,75,R,3,R,23
201432,1,R,2389,R,632,R,1017,R,740
201432,2,R,2389,R,632,R,1017,R,740
201432,3,R,1417,R,316,R,696,R,405
201432,11,R,972,R,316,R,321,R,335
201441,1,R,19958,R,3684,R,7809,R,8465
201441,2,R,15910,R,1749,R,6936,R,7225
201441,3,R,13164,R,811,R,6612,R,5741
201441,11,R,2746,R,938,R,324,R,1484
201441,12,R,4048,R,1935,R,873,R,1240
201469,1,R,866,R,0,R,303,R,563
201469,2,R,866,R,0,R,303,R,563
201469,3,R,863,R,0,R,300,R,563
201469,11,R,3,R,0,R,3,R,0
201478,1,R,215,A,,A,,R,215
201478,2,R,215,A,,A,,R,215
201478,3,R,215,A,,A,,R,215
201496,1,R,901,A,,A,,R,901
201496,2,R,901,A,,A,,R,901
201496,3,R,901,A,,A,,R,901
201539,1,R,107,A,,A,,R,107
201539,2,R,107,A,,A,,R,107
201539,3,R,107,A,,A,,R,107
201548,1,R,3447,R,309,R,1121,R,2017
201548,2,R,2531,R,200,R,873,R,1458
201548,3,R,2428,R,188,R,843,R,1397
201548,11,R,103,R,12,R,30,R,61
201548,12,R,916,R,109,R,248,R,559
201645,1,R,12680,R,705,R,2617,R,9358
201645,2,R,6354,R,70,R,872,R,5412
201645,3,R,6206,R,46,R,870,R,5290
201645,11,R,148,R,24,R,2,R,122
201645,12,R,6326,R,635,R,1745,R,3946
201654,1,R,5744,R,882,R,3138,R,1724
201654,2,R,5226,R,627,R,3041,R,1558
201654,3,R,3869,R,16,R,2369,R,1484
201654,11,R,1357,R,611,R,672,R,74
201654,12,R,518,R,255,R,97,R,166
201672,1,R,4349,R,704,R,1398,R,2247
201672,2,R,4349,R,704,R,1398,R,2247
201672,3,R,2233,R,449,R,1151,R,633
201672,11,R,2116,R,255,R,247,R,1614
201681,1,R,88,R,0,R,56,R,32
201681,2,R,88,R,0,R,56,R,32
201681,3,R,88,R,0,R,56,R,32
201690,1,R,4238,R,2586,R,1474,R,178
201690,2,R,4205,R,2553,R,1474,R,178
201690,3,R,4101,R,2479,R,1465,R,157
201690,11,R,104,R,74,R,9,R,21
201690,12,R,33,R,33,R,0,R,0
201803,1,R,73,A,,A,,R,73
201803,2,R,73,A,,A,,R,73
201803,3,R,73,A,,A,,R,73
201821,1,R,906,R,115,R,376,R,415
201821,2,R,906,R,115,R,376,R,415
201821,3,R,897,R,113,R,374,R,410
201821,11,R,9,R,2,R,2,R,5
201867,1,R,122,R,0,R,0,R,122
201867,2,R,122,R,0,R,0,R,122
201867,3,R,119,R,0,R,0,R,119
201867,11,R,3,R,0,R,0,R,3
201885,1,R,51726,R,13148,R,25811,R,12767
201885,2,R,36725,R,6998,R,22389,R,7338
201885,3,R,31868,R,4300,R,22167,R,5401
201885,11,R,4857,R,2698,R,222,R,1937
201885,12,R,15001,R,6150,R,3422,R,5429
201928,1,R,13188,R,3371,R,4348,R,5469
201928,2,R,13188,R,3371,R,4348,R,5469
201928,3,R,7509,R,2153,R,3554,R,1802
201928,11,R,5679,R,1218,R,794,R,3667
201946,1,R,15282,R,13081,R,1341,R,860
201946,2,R,15282,R,13081,R,1341,R,860
201946,3,R,3524,R,2525,R,806,R,193
201946,11,R,11758,R,10556,R,535,R,667
201955,1,R,11621,R,6304,R,3144,R,2173
201955,2,R,11621,R,6304,R,3144,R,2173
201955,3,R,4800,R,592,R,2780,R,1428
201955,11,R,6821,R,5712,R,364,R,745
201964,1,R,1681,R,1099,R,381,R,201
201964,2,R,1505,R,923,R,381,R,201
201964,3,R,957,R,620,R,175,R,162
201964,11,R,548,R,303,R,206,R,39
201964,12,R,176,R,176,R,0,R,0
201973,1,R,6711,R,2008,R,2343,R,2360
201973,2,R,6711,R,2008,R,2343,R,2360
201973,3,R,4417,R,1541,R,1888,R,988
201973,11,R,2294,R,467,R,455,R,1372
202046,1,R,577,A,,A,,R,577
202046,2,R,577,A,,A,,R,577
202046,3,R,569,A,,A,,R,569
202046,11,R,8,A,,A,,R,8
202073,1,R,359,R,0,R,171,R,188
202073,2,R,197,R,0,R,72,R,125
202073,3,R,197,R,0,R,72,R,125
202073,12,R,162,R,0,R,99,R,63
202134,1,R,16742,R,2234,R,8194,R,6314
202134,2,R,10981,R,1139,R,6155,R,3687
202134,3,R,10242,R,934,R,6043,R,3265
202134,11,R,739,R,205,R,112,R,422
202134,12,R,5761,R,1095,R,2039,R,2627
202152,1,R,205,A,,A,,R,205
202152,2,R,205,A,,A,,R,205
202152,3,R,205,A,,A,,R,205
202170,1,R,940,R,2,R,655,R,283
202170,2,R,915,R,2,R,630,R,283
202170,3,R,913,R,2,R,630,R,281
202170,11,R,2,Z,0,Z,0,R,2
202170,12,R,25,Z,0,R,25,R,0
202222,1,R,42485,R,12438,R,15224,R,14823
202222,2,R,42485,R,12438,R,15224,R,14823
202222,3,R,23837,R,5236,R,11436,R,7165
202222,11,R,18648,R,7202,R,3788,R,7658
202356,1,R,28865,R,10021,R,9242,R,9602
202356,2,R,28865,R,10021,R,9242,R,9602
202356,3,R,22150,R,6952,R,8072,R,7126
202356,11,R,6715,R,3069,R,1170,R,2476
202435,1,R,275,R,68,R,207,R,0
202435,2,R,275,R,68,R,207,R,0
202435,3,R,221,R,23,R,198,R,0
202435,11,R,54,R,45,R,9,R,0
202453,1,R,111,A,,A,,R,111
202453,2,R,111,A,,A,,R,111
202453,3,R,111,A,,A,,R,111
202480,1,R,12174,R,1246,R,1858,R,9070
202480,2,R,8454,R,48,R,1466,R,6940
202480,3,R,8265,R,28,R,1463,R,6774
202480,11,R,189,R,20,R,3,R,166
202480,12,R,3720,R,1198,R,392,R,2130
202514,1,R,572,R,55,R,311,R,206
202514,2,R,523,R,6,R,311,R,206
202514,3,R,469,R,6,R,307,R,156
202514,11,R,54,R,0,R,4,R,50
202514,12,R,49,R,49,R,0,R,0
202523,1,R,2518,A,,A,,R,2518
202523,2,R,2518,A,,A,,R,2518
202523,3,R,2504,A,,A,,R,2504
202523,11,R,14,A,,A,,R,14
202648,1,R,5766,R,1898,R,2153,R,1715
202648,2,R,5766,R,1898,R,2153,R,1715
202648,3,R,2471,R,1159,R,1041,R,271
202648,11,R,3295,R,739,R,1112,R,1444
202657,1,R,512,A,,A,,R,512
202657,2,R,512,A,,A,,R,512
202657,3,R,512,A,,A,,R,512
202763,1,R,6112,R,714,R,1928,R,3470
202763,2,R,4630,R,261,R,1458,R,2911
202763,3,R,2315,R,96,R,1356,R,863
202763,11,R,2315,R,165,R,102,R,2048
202763,12,R,1482,R,453,R,470,R,559
202806,1,R,13457,R,12288,R,457,R,712
202806,2,R,9316,R,8511,R,111,R,694
202806,3,R,7686,R,7372,R,105,R,209
202806,11,R,1630,R,1139,R,6,R,485
202806,12,R,4141,R,3777,R,346,R,18
202888,1,R,65,A,,A,,R,65
202888,2,R,65,A,,A,,R,65
202888,3,R,65,A,,A,,R,65
202903,1,R,523,R,288,R,191,R,44
202903,2,R,488,R,272,R,191,R,25
202903,3,R,328,R,140,R,175,R,13
202903,11,R,160,R,132,R,16,R,12
202903,12,R,35,R,16,Z,0,R,19
202912,1,R,758,R,45,R,711,R,2
202912,2,R,758,R,45,R,711,R,2
202912,3,R,733,R,45,R,686,R,2
202912,11,R,25,Z,0,R,25,R,0
202949,1,R,234,A,,A,,R,234
202949,2,R,234,A,,A,,R,234
202949,3,R,234,A,,A,,R,234
202985,1,R,57,A,,A,,R,57
202985,2,R,57,A,,A,,R,57
202985,3,R,57,A,,A,,R,57
203030,1,R,110,A,,A,,R,110
203030,2,R,110,A,,A,,R,110
203030,3,R,110,A,,A,,R,110
203067,1,R,263,R,38,R,51,R,174
203067,12,R,263,R,38,R,51,R,174
203085,1,R,1201,R,98,R,854,R,249
203085,2,R,962,R,40,R,698,R,224
203085,3,R,918,R,25,R,689,R,204
203085,11,R,44,R,15,R,9,R,20
203085,12,R,239,R,58,R,156,R,25
203128,1,R,1049,R,61,R,459,R,529
203128,2,R,1017,R,41,R,452,R,524
203128,3,R,755,R,36,R,444,R,275
203128,11,R,262,R,5,R,8,R,249
203128,12,R,32,R,20,R,7,R,5
203146,1,R,526,A,,A,,R,526
203146,2,R,526,A,,A,,R,526
203146,3,R,526,A,,A,,R,526
203155,1,R,2537,R,379,R,1387,R,771
203155,2,R,2537,R,379,R,1387,R,771
203155,3,R,2103,R,150,R,1340,R,613
203155,11,R,434,R,229,R,47,R,158
203234,1,R,172,R,0,R,132,R,40
203234,2,R,172,R,0,R,132,R,40
203234,3,R,172,R,0,R,132,R,40
203331,1,R,16308,R,13822,R,711,R,1775
203331,2,R,16308,R,13822,R,711,R,1775
203331,3,R,13791,R,13130,R,219,R,442
203331,11,R,2517,R,692,R,492,R,1333
203368,1,R,3041,R,160,R,718,R,2163
203368,2,R,2437,R,3,R,461,R,1973
203368,3,R,2306,R,3,R,459,R,1844
203368,11,R,131,Z,0,R,2,R,129
203368,12,R,604,R,157,R,257,R,190
203386,1,R,5533,R,3,R,1512,R,4018
203386,2,R,5533,R,3,R,1512,R,4018
203386,3,R,5533,R,3,R,1512,R,4018
203438,1,R,189,A,,A,,R,189
203438,2,R,189,A,,A,,R,189
203438,3,R,189,A,,A,,R,189
203447,1,R,2840,R,2094,R,413,R,333
203447,2,R,2840,R,2094,R,413,R,333
203447,3,R,2120,R,1611,R,357,R,152
203447,11,R,720,R,483,R,56,R,181
203456,1,R,2036,R,1697,R,163,R,176
203456,2,R,2036,R,1697,R,163,R,176
203456,3,R,1414,R,1205,R,123,R,86
203456,11,R,622,R,492,R,40,R,90
203465,1,R,5614,R,3015,R,1491,R,1108
203465,2,R,5597,R,2999,R,1491,R,1107
203465,3,R,4311,R,2318,R,1377,R,616
203465,11,R,1286,R,681,R,114,R,491
203465,12,R,17,R,16,R,0,R,1
203474,1,R,3324,R,2546,R,423,R,355
203474,2,R,3324,R,2546,R,423,R,355
203474,3,R,2703,R,2034,R,400,R,269
203474,11,R,621,R,512,R,23,R,86
203483,1,R,3073,R,1980,R,602,R,491
203483,2,R,3073,R,1980,R,602,R,491
203483,3,R,2465,R,1671,R,534,R,260
203483,11,R,608,R,309,R,68,R,231
203492,1,R,2396,R,1548,R,419,R,429
203492,2,R,2396,R,1548,R,419,R,429
203492,3,R,1887,R,1277,R,402,R,208
203492,11,R,509,R,271,R,17,R,221
203517,1,R,32919,R,6471,R,17414,R,9034
203517,2,R,26208,R,3592,R,15470,R,7146
203517,3,R,23852,R,2307,R,15118,R,6427
203517,11,R,2356,R,1285,R,352,R,719
203517,12,R,6711,R,2879,R,1944,R,1888
203526,1,R,3531,R,2463,R,622,R,446
203526,2,R,3531,R,2463,R,622,R,446
203526,3,R,2599,R,1811,R,551,R,237
203526,11,R,932,R,652,R,71,R,209
203535,1,R,2473,A,,A,,R,2473
203535,2,R,2473,A,,A,,R,2473
203535,3,R,1864,A,,A,,R,1864
203535,11,R,609,A,,A,,R,609
203544,1,R,1230,R,141,R,610,R,479
203544,2,R,926,R,131,R,450,R,345
203544,3,R,760,R,95,R,424,R,241
203544,11,R,166,R,36,R,26,R,104
203544,12,R,304,R,10,R,160,R,134
203580,1,R,1236,R,297,R,622,R,317
203580,2,R,926,R,131,R,570,R,225
203580,3,R,777,R,126,R,548,R,103
203580,11,R,149,R,5,R,22,R,122
203580,12,R,310,R,166,R,52,R,92
203599,1,R,6705,R,2496,R,2778,R,1431
203599,2,R,6705,R,2496,R,2778,R,1431
203599,3,R,3799,R,1464,R,1665,R,670
203599,11,R,2906,R,1032,R,1113,R,761
203614,1,R,631,A,,A,,R,631
203614,2,R,631,A,,A,,R,631
203614,3,R,631,A,,A,,R,631
203678,1,R,4730,R,781,R,1548,R,2401
203678,2,R,4730,R,781,R,1548,R,2401
203678,3,R,1855,R,399,R,1120,R,336
203678,11,R,2875,R,382,R,428,R,2065
203720,1,R,381,A,,A,,R,381
203720,2,R,381,A,,A,,R,381
203720,3,R,381,A,,A,,R,381
203739,1,R,75,A,,A,,R,75
203739,2,R,75,A,,A,,R,75
203739,3,R,75,A,,A,,R,75
203748,1,R,12456,R,3923,R,4536,R,3997
203748,2,R,12456,R,3923,R,4536,R,3997
203748,3,R,7067,R,2249,R,3081,R,1737
203748,11,R,5389,R,1674,R,1455,R,2260
203757,1,R,1353,R,139,R,609,R,605
203757,2,R,1066,R,85,R,504,R,477
203757,3,R,826,R,20,R,406,R,400
203757,11,R,240,R,65,R,98,R,77
203757,12,R,287,R,54,R,105,R,128
203775,1,R,1545,R,362,R,747,R,436
203775,2,R,1098,R,92,R,678,R,328
203775,3,R,817,R,64,R,649,R,104
203775,11,R,281,R,28,R,29,R,224
203775,12,R,447,R,270,R,69,R,108
203845,1,R,1334,R,16,R,450,R,868
203845,2,R,1170,R,16,R,449,R,705
203845,3,R,1093,R,16,R,425,R,652
203845,11,R,77,R,0,R,24,R,53
203845,12,R,164,R,0,R,1,R,163
203881,1,R,4113,R,883,R,1322,R,1908
203881,2,R,4113,R,883,R,1322,R,1908
203881,3,R,2044,R,401,R,776,R,867
203881,11,R,2069,R,482,R,546,R,1041
203942,1,R,52,A,,A,,R,52
203942,2,R,52,A,,A,,R,52
203942,3,R,52,A,,A,,R,52
203960,1,R,1517,R,627,R,691,R,199
203960,2,R,1334,R,520,R,615,R,199
203960,3,R,1311,R,505,R,607,R,199
203960,11,R,23,R,15,R,8,R,0
203960,12,R,183,R,107,R,76,R,0
203997,1,R,203,R,36,R,135,R,32
203997,12,R,203,R,36,R,135,R,32
204006,1,R,2812,R,176,R,2467,R,169
204006,2,R,2780,R,174,R,2437,R,169
204006,3,R,2353,R,77,R,2189,R,87
204006,11,R,427,R,97,R,248,R,82
204006,12,R,32,R,2,R,30,R,0
204015,1,R,1526,R,151,R,1264,R,111
204015,2,R,1524,R,149,R,1264,R,111
204015,3,R,1081,R,63,R,986,R,32
204015,11,R,443,R,86,R,278,R,79
204015,12,R,2,R,2,R,0,R,0
204024,1,R,19817,R,635,R,17029,R,2153
204024,2,R,17144,R,302,R,15184,R,1658
204024,3,R,16860,R,178,R,15083,R,1599
204024,11,R,284,R,124,R,101,R,59
204024,12,R,2673,R,333,R,1845,R,495
204121,1,R,78,A,,A,,R,78
204121,2,R,78,A,,A,,R,78
204121,3,R,78,A,,A,,R,78
204158,1,R,92,A,,A,,R,92
204158,2,R,92,A,,A,,R,92
204158,3,R,92,A,,A,,R,92
204176,1,R,858,R,336,R,510,R,12
204176,2,R,679,R,180,R,487,R,12
204176,3,R,676,R,180,R,485,R,11
204176,11,R,3,R,0,R,2,R,1
204176,12,R,179,R,156,R,23,R,0
204185,1,R,2529,R,185,R,1125,R,1219
204185,2,R,2146,R,41,R,991,R,1114
204185,3,R,1858,R,20,R,964,R,874
204185,11,R,288,R,21,R,27,R,240
204185,12,R,383,R,144,R,134,R,105
204194,1,R,2615,R,1284,R,109,R,1222
204194,2,R,1987,R,656,R,109,R,1222
204194,3,R,1696,R,638,R,72,R,986
204194,11,R,291,R,18,R,37,R,236
204194,12,R,628,R,628,R,0,R,0
204200,1,R,2330,R,111,R,771,R,1448
204200,2,R,1507,R,14,R,640,R,853
204200,3,R,1150,R,13,R,639,R,498
204200,11,R,357,R,1,R,1,R,355
204200,12,R,823,R,97,R,131,R,595
204255,1,R,2045,R,399,R,613,R,1033
204255,2,R,2045,R,399,R,613,R,1033
204255,3,R,894,R,234,R,366,R,294
204255,11,R,1151,R,165,R,247,R,739
204264,1,R,2771,R,1068,R,714,R,989
204264,2,R,1647,R,128,R,586,R,933
204264,3,R,1530,R,128,R,581,R,821
204264,11,R,117,R,0,R,5,R,112
204264,12,R,1124,R,940,R,128,R,56
204334,1,R,244,A,,A,,R,244
204334,2,R,244,A,,A,,R,244
204334,3,R,244,A,,A,,R,244
204422,1,R,3211,R,773,R,1367,R,1071
204422,2,R,3211,R,773,R,1367,R,1071
204422,3,R,1626,R,499,R,936,R,191
204422,11,R,1585,R,274,R,431,R,880
204431,1,R,82,A,,A,,R,82
204431,2,R,82,A,,A,,R,82
204431,3,R,82,A,,A,,R,82
204440,1,R,5712,R,736,R,1084,R,3892
204440,2,R,5712,R,736,R,1084,R,3892
204440,3,R,1166,R,220,R,800,R,146
204440,11,R,4546,R,516,R,284,R,3746
204459,1,R,41,A,,A,,R,41
204459,2,R,41,A,,A,,R,41
204459,3,R,41,A,,A,,R,41
204477,1,R,1017,R,14,R,267,R,736
204477,12,R,1017,R,14,R,267,R,736
204486,1,R,3175,R,504,R,2096,R,575
204486,2,R,3128,R,457,R,2096,R,575
204486,3,R,3124,R,456,R,2096,R,572
204486,11,R,4,R,1,R,0,R,3
204486,12,R,47,R,47,R,0,R,0
204501,1,R,4160,A,,A,,R,4160
204501,2,R,4150,A,,A,,R,4150
204501,3,R,3073,A,,A,,R,3073
204501,11,R,1077,A,,A,,R,1077
204501,12,R,10,A,,A,,R,10
204608,1,R,435,A,,A,,R,435
204608,2,R,435,A,,A,,R,435
204608,3,R,435,A,,A,,R,435
204617,1,R,1464,R,220,R,801,R,443
204617,2,R,1013,R,116,R,671,R,226
204617,3,R,856,R,50,R,630,R,176
204617,11,R,157,R,66,R,41,R,50
204617,12,R,451,R,104,R,130,R,217
204635,1,R,3084,R,4,R,596,R,2484
204635,2,R,2631,R,4,R,456,R,2171
204635,3,R,2415,R,0,R,456,R,1959
204635,11,R,216,R,4,R,0,R,212
204635,12,R,453,R,0,R,140,R,313
204662,1,R,504,R,13,R,408,R,83
204662,2,R,504,R,13,R,408,R,83
204662,3,R,466,R,4,R,385,R,77
204662,11,R,38,R,9,R,23,R,6
204671,1,R,925,R,73,R,680,R,172
204671,2,R,918,R,72,R,680,R,166
204671,3,R,804,R,30,R,640,R,134
204671,11,R,114,R,42,R,40,R,32
204671,12,R,7,R,1,R,0,R,6
204680,1,R,1102,R,97,R,769,R,236
204680,2,R,1095,R,96,R,767,R,232
204680,3,R,951,R,59,R,699,R,193
204680,11,R,144,R,37,R,68,R,39
204680,12,R,7,R,1,R,2,R,4
204699,1,R,1077,R,43,R,836,R,198
204699,2,R,1074,R,42,R,835,R,197
204699,3,R,1019,R,34,R,813,R,172
204699,11,R,55,R,8,R,22,R,25
204699,12,R,3,R,1,R,1,R,1
204705,1,R,2845,R,149,R,2231,R,465
204705,2,R,2843,R,149,R,2230,R,464
204705,3,R,2691,R,119,R,2178,R,394
204705,11,R,152,R,30,R,52,R,70
204705,12,R,2,R,0,R,1,R,1
204714,1,R,114,A,,A,,R,114
204714,2,R,114,A,,A,,R,114
204714,3,R,114,A,,A,,R,114
204723,1,R,391,A,,A,,R,391
204723,2,R,391,A,,A,,R,391
204723,3,R,391,A,,A,,R,391
204769,1,R,204,A,,A,,R,204
204769,2,R,204,A,,A,,R,204
204769,3,R,204,A,,A,,R,204
204778,1,R,70,A,,A,,R,70
204778,2,R,70,A,,A,,R,70
204778,3,R,70,A,,A,,R,70
204796,1,R,65036,R,4602,R,45819,R,14615
204796,2,R,48968,R,2220,R,40283,R,6465
204796,3,R,47245,R,1663,R,39686,R,5896
204796,11,R,1723,R,557,R,597,R,569
204796,12,R,16068,R,2382,R,5536,R,8150
204802,1,R,2298,R,521,R,1378,R,399
204802,2,R,2298,R,521,R,1378,R,399
204802,3,R,455,R,87,R,250,R,118
204802,11,R,1843,R,434,R,1128,R,281
204820,1,R,3591,R,902,R,1951,R,738
204820,2,R,3591,R,902,R,1951,R,738
204820,3,R,1182,R,367,R,551,R,264
204820,11,R,2409,R,535,R,1400,R,474
204839,1,R,3347,R,798,R,1891,R,658
204839,2,R,3347,R,798,R,1891,R,658
204839,3,R,719,R,157,R,389,R,173
204839,11,R,2628,R,641,R,1502,R,485
204848,1,R,3676,R,901,R,2128,R,647
204848,2,R,3676,R,901,R,2128,R,647
204848,3,R,1037,R,261,R,552,R,224
204848,11,R,2639,R,640,R,1576,R,423
204857,1,R,28654,R,9273,R,9577,R,9804
204857,2,R,21698,R,5760,R,9095,R,6843
204857,3,R,20713,R,5184,R,8884,R,6645
204857,11,R,985,R,576,R,211,R,198
204857,12,R,6956,R,3513,R,482,R,2961
204866,1,R,3430,R,790,R,2014,R,626
204866,2,R,3430,R,790,R,2014,R,626
204866,3,R,810,R,179,R,380,R,251
204866,11,R,2620,R,611,R,1634,R,375
204884,1,R,220,R,104,R,54,R,62
204884,2,R,220,R,104,R,54,R,62
204884,3,R,220,R,104,R,54,R,62
204893,1,R,45,A,,A,,R,45
204893,2,R,45,A,,A,,R,45
204893,3,R,45,A,,A,,R,45
204909,1,R,1482,R,8,R,155,R,1319
204909,2,R,1482,R,8,R,155,R,1319
204909,3,R,1477,R,7,R,155,R,1315
204909,11,R,5,R,1,R,0,R,4
204936,1,R,2705,R,41,R,974,R,1690
204936,2,R,2224,R,23,R,848,R,1353
204936,3,R,2143,R,14,R,837,R,1292
204936,11,R,81,R,9,R,11,R,61
204936,12,R,481,R,18,R,126,R,337
204945,1,R,11459,R,2529,R,3706,R,5224
204945,2,R,11459,R,2529,R,3706,R,5224
204945,3,R,5328,R,1398,R,3192,R,738
204945,11,R,6131,R,1131,R,514,R,4486
204963,1,R,78,A,,A,,R,78
204963,2,R,78,A,,A,,R,78
204963,3,R,78,A,,A,,R,78
204981,1,R,189,A,,A,,R,189
204981,2,R,189,A,,A,,R,189
204981,3,R,189,A,,A,,R,189
204990,1,R,174,R,104,R,70,R,0
204990,12,R,174,R,104,R,70,R,0
205027,1,R,80,R,4,R,0,R,76
205027,2,R,51,A,,A,,R,51
205027,3,R,51,A,,A,,R,51
205027,12,R,29,R,4,R,0,R,25
205054,1,R,779,R,0,R,779,R,0
205054,2,R,779,R,0,R,779,R,0
205054,3,R,779,R,0,R,779,R,0
205090,1,R,73,A,,A,,R,73
205090,2,R,73,A,,A,,R,73
205090,3,R,73,A,,A,,R,73
205124,1,R,72,A,,A,,R,72
205124,2,R,58,A,,A,,R,58
205124,3,R,58,A,,A,,R,58
205124,12,R,14,A,,A,,R,14
205142,1,R,227,A,,A,,R,227
205142,2,R,227,A,,A,,R,227
205142,3,R,227,A,,A,,R,227
205179,1,R,683,R,0,R,571,R,112
205179,2,R,683,R,0,R,571,R,112
205179,3,R,683,R,0,R,571,R,112
205203,1,R,2702,R,339,R,872,R,1491
205203,2,R,2469,R,299,R,843,R,1327
205203,3,R,1533,R,208,R,693,R,632
205203,11,R,936,R,91,R,150,R,695
205203,12,R,233,R,40,R,29,R,164
205391,1,R,219,R,75,R,0,R,144
205391,2,R,219,R,75,R,0,R,144
205391,3,R,219,R,75,R,0,R,144
205443,1,R,3846,R,797,R,1977,R,1072
205443,2,R,3525,R,581,R,1966,R,978
205443,3,R,2756,R,395,R,1795,R,566
205443,11,R,769,R,186,R,171,R,412
205443,12,R,321,R,216,R,11,R,94
205470,1,R,33002,R,12188,R,9091,R,11723
205470,2,R,33002,R,12188,R,9091,R,11723
205470,3,R,19454,R,5644,R,7018,R,6792
205470,11,R,13548,R,6544,R,2073,R,4931
205841,1,R,12399,R,3846,R,3743,R,4810
205841,2,R,12399,R,3846,R,3743,R,4810
205841,3,R,7513,R,2436,R,3000,R,2077
205841,11,R,4886,R,1410,R,743,R,2733
205887,1,R,1172,R,639,R,434,R,99
205887,2,R,1172,R,639,R,434,R,99
205887,3,R,1172,R,639,R,434,R,99
205957,1,R,4552,R,1369,R,2009,R,1174
205957,2,R,3486,R,622,R,1855,R,1009
205957,3,R,2976,R,353,R,1832,R,791
205957,11,R,510,R,269,R,23,R,218
205957,12,R,1066,R,747,R,154,R,165
205966,1,R,2903,R,775,R,1092,R,1036
205966,2,R,2903,R,775,R,1092,R,1036
205966,3,R,1069,R,407,R,449,R,213
205966,11,R,1834,R,368,R,643,R,823
206011,1,R,2858,R,485,R,1103,R,1270
206011,2,R,2858,R,485,R,1103,R,1270
206011,3,R,1368,R,297,R,808,R,263
206011,11,R,1490,R,188,R,295,R,1007
206039,1,R,75,A,,A,,R,75
206039,2,R,75,A,,A,,R,75
206039,3,R,75,A,,A,,R,75
206048,1,R,4866,R,2736,R,1224,R,906
206048,2,R,3507,R,1779,R,862,R,866
206048,3,R,2249,R,736,R,826,R,687
206048,11,R,1258,R,1043,R,36,R,179
206048,12,R,1359,R,957,R,362,R,40
206084,1,R,17497,R,3283,R,8932,R,5282
206084,2,R,13431,R,2650,R,7787,R,2994
206084,3,R,11495,R,1477,R,7476,R,2542
206084,11,R,1936,R,1173,R,311,R,452
206084,12,R,4066,R,633,R,1145,R,2288
206154,1,R,26,R,2,R,9,R,15
206154,2,R,20,R,1,R,6,R,13
206154,3,R,17,R,1,R,6,R,10
206154,11,R,3,R,0,R,0,R,3
206154,12,R,6,R,1,R,3,R,2
206172,1,R,88,A,,A,,R,88
206172,2,R,88,A,,A,,R,88
206172,3,R,88,A,,A,,R,88
206181,1,R,193,A,,A,,R,193
206181,2,R,193,A,,A,,R,193
206181,3,R,193,A,,A,,R,193
206288,1,R,595,R,88,R,165,R,342
206288,12,R,595,R,88,R,165,R,342
206321,1,R,137,A,,A,,R,137
206321,2,R,137,A,,A,,R,137
206321,3,R,137,A,,A,,R,137
206349,1,R,2719,R,1664,R,646,R,409
